green_delta_s,mean_queue,mean_delay,p50_tt,p90_tt,spillback_freq,mainline_spillback_freq,side_spillback_freq,mainline_spill_extent,side_spill_extent,network_spill_extent,total_entered_veh,total_exited_veh
-30.0,243.3465196627006,1357.476554105025,89.15906889701752,92.45412135619058,0.9893055555555555,0.9869722222222224,0.9883888888888887,0.9164513888888888,0.851076388888889,0.8837638888888888,12976.65,647.7608385150737
-20.0,243.3465196627006,1357.476554105025,89.15906889701752,92.45412135619058,0.9893055555555555,0.9869722222222224,0.9883888888888887,0.9164513888888888,0.851076388888889,0.8837638888888888,12976.65,647.7608385150737
-10.0,238.4133400095603,603.0145061868594,89.09007851003135,90.6170204156668,0.9883888888888889,0.9791944444444445,0.9876666666666667,0.7681944444444445,0.8137986111111111,0.7909965277777778,12976.65,1424.6059743640758
0.0,228.51051324977917,312.82167585794616,57.777924166627166,89.76881136211475,0.9879722222222224,0.873861111111111,0.9875277777777779,0.47922916666666665,0.8127430555555556,0.6459861111111111,12976.65,2631.223278498707
10.0,153.33503774253575,189.21688342978385,39.767758480468714,44.32458601440331,0.988472222222222,0.04494444444444445,0.988472222222222,0.011291666666666667,0.9711666666666667,0.4912291666666667,12976.65,2917.055003268005
20.0,135.96407633831353,198.8939913330066,39.767758318901535,43.30958902724977,0.988472222222222,0.003944444444444444,0.988472222222222,0.000986111111111111,0.9746041666666667,0.48779513888888887,12976.65,2461.440257036152
30.0,135.96407633831353,198.8939913330066,39.767758318901535,43.30958902724977,0.988472222222222,0.003944444444444444,0.988472222222222,0.000986111111111111,0.9746041666666667,0.48779513888888887,12976.65,2461.440257036152
