year,mean_queue,mean_delay,p50_tt,p90_tt,spillback_freq,mainline_spillback_freq,side_spillback_freq,mainline_spill_extent,side_spill_extent,network_spill_extent,total_entered_veh,total_exited_veh
2021,220.9303207435974,285.37865277219043,57.72384086174655,89.45476576840957,0.9806388888888888,0.8732777777777777,0.9777499999999998,0.4776736111111111,0.7211458333333334,0.5994097222222223,8359.9,2787.6055603166205
2022,220.21850572798226,282.24477196091783,57.73796128191459,89.25179796572095,0.9843055555555555,0.8735833333333332,0.9821944444444444,0.47776388888888893,0.7046319444444447,0.5911979166666665,9494.5,2809.9226128978157
2023,230.998494507183,327.6617194967056,57.73530259492718,89.35820005699489,0.9846666666666666,0.8735833333333332,0.9827222222222224,0.4785763888888888,0.8676041666666666,0.6730902777777779,10137.1,2539.330480269322
2024,230.94431474974368,327.59500445886613,57.73806977105079,89.3323344551071,0.9845833333333331,0.8735833333333332,0.9826666666666666,0.47858333333333325,0.8695833333333333,0.6740833333333333,10171.55,2539.2202424262596
2025,231.4638898503402,330.3782501737851,57.790185013780366,89.97976774550014,0.9847777777777781,0.8736666666666666,0.9831944444444444,0.4795694444444445,0.8778958333333332,0.6787326388888888,10835.25,2523.3924052658417
