demand_scale,mean_queue,mean_delay,p50_tt,p90_tt,spillback_freq,mainline_spillback_freq,side_spillback_freq,mainline_spill_extent,side_spill_extent,network_spill_extent,total_entered_veh,total_exited_veh
0.7,191.02777449385292,263.685003137472,39.768066581548055,49.50696990711683,0.9878055555555555,0.3548611111111111,0.9875277777777779,0.1880486111111111,0.8127430555555556,0.5003958333333334,10919.0,2609.6980430958997
0.85,205.2517348166851,282.39559807530304,39.76776983633296,51.3424048218205,0.9879444444444445,0.37397222222222226,0.9875277777777779,0.2392638888888889,0.8127430555555556,0.5260034722222222,11683.25,2618.1970678838484
1.0,228.51051324977917,312.82167585794616,57.777924166627166,89.76881136211475,0.9879722222222224,0.873861111111111,0.9875277777777779,0.47922916666666665,0.8127430555555556,0.6459861111111111,12976.65,2631.223278498707
1.15,229.59958451633202,312.8890183132804,63.62979416713896,91.482215920552,0.9881388888888889,0.9742500000000002,0.9875277777777779,0.5106527777777778,0.8127430555555556,0.6616979166666668,15032.15,2643.1385158619705
1.3,229.71104524374852,312.83679166906904,64.87665227163491,91.48799202400099,0.9891666666666665,0.9861666666666669,0.9875277777777779,0.5137777777777778,0.8127430555555556,0.6632604166666667,18035.75,2644.874961433372
1.45,229.7142555763026,312.8041032870996,64.93705497791491,91.49420151656032,0.9892222222222223,0.9867500000000001,0.9875277777777779,0.5139236111111112,0.8127430555555556,0.6633333333333333,22319.8,2645.197595438579
1.6,229.714763215544,312.79385758662573,64.93705498418464,91.49575339773259,0.9891944444444445,0.9866666666666669,0.9875277777777779,0.5139027777777778,0.8127430555555556,0.6633229166666667,28108.2,2645.29471999271
